frame_id,period,track_id,team_id,team_name,jersey_number,x_ft,y_ft,video_shot,game_seconds
301,1,1,Light,Canada,6,164.07170530000005,42.07233975,1,377
301,1,2,Dark,USA,2,187.278571,37.64763874,1,377
301,1,3,Dark,USA,35,187.2585244,43.18264129,1,377
301,1,4,Light,Canada,19,195.7326717,63.35236208,1,377
301,1,5,Dark,USA,28,167.1163005,34.7579698,1,377
301,1,7,Dark,USA,5,184.990506,49.05303017,1,377
301,1,8,Dark,USA,25,165.988373,49.21954118,1,377
302,1,3,Dark,USA,35,187.265556,43.19038275,1,376
302,1,1,Light,Canada,6,164.483971,42.31779194,1,376
302,1,2,Dark,USA,2,186.9735044,37.8555816,1,376
302,1,7,Dark,USA,5,184.9601304,49.17696995,1,376
302,1,4,Light,Canada,19,195.4875266,63.66950488,1,376
302,1,8,Dark,USA,25,165.8640534,49.30534114,1,376
302,1,5,Dark,USA,28,167.3569253,35.04725419,1,376
303,1,7,Dark,USA,5,185.4468612,49.71610641,1,376
303,1,8,Dark,USA,25,165.4107664,49.45075342,1,376
303,1,5,Dark,USA,28,167.3046906,35.33212068,1,376
303,1,2,Dark,USA,2,186.8050081,37.97437392,1,376
303,1,3,Dark,USA,35,187.6023958,43.42790884,1,376
303,1,1,Light,Canada,6,164.7172476,42.69778506,1,376
303,1,4,Light,Canada,19,195.6523324,64.08715032,1,376
304,1,7,Dark,USA,5,185.2627949,49.89230887,1,376
304,1,8,Dark,USA,25,165.0231113,49.41999478,1,376
304,1,5,Dark,USA,28,166.9867837,35.67740112,1,376
304,1,2,Dark,USA,2,186.2457557,38.17344946,1,376
304,1,3,Dark,USA,35,187.3121786,43.44476981,1,376
304,1,4,Light,Canada,19,195.6486419,64.44763332,1,376
304,1,1,Light,Canada,6,164.85785769999995,43.06551976,1,376
305,1,1,Light,Canada,6,165.08041219999996,43.08923949,1,376
305,1,3,Dark,USA,35,187.4411276,43.34068804,1,376
305,1,8,Dark,USA,25,165.0816133,49.32062589,1,376
305,1,2,Dark,USA,2,186.2051602,38.00976663,1,376
305,1,5,Dark,USA,28,167.11535049999995,35.71667581,1,376
305,1,7,Dark,USA,5,185.4319245,49.8627504,1,376
305,1,4,Light,Canada,19,195.857297,64.47464058,1,376
306,1,1,Light,Canada,6,164.58101580000005,43.41392109,1,376
306,1,2,Dark,USA,2,185.4046061,38.2226723,1,376
306,1,3,Dark,USA,35,186.7679066,43.40383108,1,376
306,1,4,Light,Canada,19,194.9936331,64.76634445,1,376
306,1,5,Dark,USA,28,166.3601306,35.86832089,1,376
306,1,7,Dark,USA,5,184.9452592,50.3844472,1,376
306,1,8,Dark,USA,25,164.0369622,49.33036688,1,376
307,1,4,Light,Canada,19,195.0438152,64.83348319,1,376
307,1,3,Dark,USA,35,186.4696314,43.49276545,1,376
307,1,2,Dark,USA,2,184.9917071,38.68905984,1,376
307,1,1,Light,Canada,6,164.9051682,43.79439833,1,376
307,1,8,Dark,USA,25,164.24460180000003,49.69900902,1,376
307,1,7,Dark,USA,5,185.26963,50.96714791,1,376
307,1,5,Dark,USA,28,166.4070479,36.39317687,1,376
308,1,4,Light,Canada,19,195.4061366,65.15070311,1,376
308,1,3,Dark,USA,35,186.9566278,43.57954836,1,376
308,1,8,Dark,USA,25,164.05026809999995,49.91022208,1,376
308,1,2,Dark,USA,2,184.9418396,38.80396909,1,376
308,1,7,Dark,USA,5,185.7189082,51.39165047,1,376
308,1,1,Light,Canada,6,165.2456231,44.22740870000001,1,376
308,1,5,Dark,USA,28,166.67894130000005,36.74976345,1,376
309,1,8,Dark,USA,25,163.8000033,50.05633409,1,376
309,1,1,Light,Canada,6,165.3926617,44.57181093,1,376
309,1,3,Dark,USA,35,186.9420833,43.64312725,1,376
309,1,4,Light,Canada,19,195.404514,65.34501139,1,376
309,1,5,Dark,USA,28,166.6546735,37.07448589,1,376
309,1,7,Dark,USA,5,185.8884898,51.8096198,1,376
309,1,2,Dark,USA,2,184.635182,39.00302731,1,376
310,1,1,Light,Canada,6,165.549193,44.91876082,1,376
310,1,3,Dark,USA,35,186.9548387,43.70946268,1,376
310,1,2,Dark,USA,2,184.3466545,39.20229599,1,376
310,1,8,Dark,USA,25,163.5476858,50.19473718,1,376
310,1,7,Dark,USA,5,186.07412230000003,52.23010848,1,376
310,1,4,Light,Canada,19,195.4151484,65.52141313,1,376
310,1,5,Dark,USA,28,166.6559631,37.40399622,1,376
311,1,7,Dark,USA,5,186.2698447,52.64382533,1,376
311,1,5,Dark,USA,28,166.6777737,37.73225293,1,376
311,1,4,Light,Canada,19,195.4378893,65.6755384,1,376
311,1,8,Dark,USA,25,163.2882727,50.31460546,1,376
311,1,2,Dark,USA,2,184.0749205,39.39608939,1,376
