frame_id,period,track_id,team_id,team_name,jersey_number,x_ft,y_ft,video_shot,game_seconds
1,3,73,Light,Finland,77,164.973065,47.71386494,1,238
1,3,74,Dark,USA,24,170.49147299999996,44.11479489,1,238
1,3,75,Light,Finland,40,167.44245569999995,71.31663338,1,238
1,3,76,Light,Finland,16,166.45845769999997,58.90928245,1,238
1,3,77,Light,Finland,33,154.29565780000001,53.23776195,1,238
1,3,78,Dark,USA,5,172.014524,48.67289519,1,238
1,3,79,Dark,USA,12,168.4506714,58.52674262,1,238
1,3,80,Dark,USA,33,181.7130976,44.80885945,1,238
1,3,82,Dark,USA,2,174.305799,70.84106892,1,238
2,3,73,Light,Finland,77,164.87475369999999,47.58142262,1,238
2,3,74,Dark,USA,24,170.4313659,44.03673863,1,238
2,3,75,Light,Finland,40,167.18354219999995,70.90820090000003,1,238
2,3,76,Light,Finland,16,166.39745530000005,58.83062273,1,238
2,3,77,Light,Finland,33,154.20609219999997,53.14102758,1,238
2,3,78,Dark,USA,5,171.9188986,48.54160126,1,238
2,3,79,Dark,USA,12,168.4008933,58.46120148,1,238
2,3,80,Dark,USA,33,181.6213156,44.67771188,1,238
2,3,82,Dark,USA,2,174.26921069999997,70.78829622,1,238
3,3,73,Light,Finland,77,165.0228868,47.53696669,1,238
3,3,74,Dark,USA,24,170.2821737,43.95117511,1,238
3,3,75,Light,Finland,40,167.4524354,70.49599451,1,238
3,3,76,Light,Finland,16,166.2024266,58.60818097,1,238
3,3,77,Light,Finland,33,154.2214438,52.98387927,1,238
3,3,78,Dark,USA,5,171.9205801,48.48115129,1,238
3,3,79,Dark,USA,12,168.40443100000005,58.37314754,1,238
3,3,80,Dark,USA,33,181.5544062,44.59637486,1,238
3,3,82,Dark,USA,2,173.7414258,69.85148492,1,238
4,3,73,Light,Finland,77,164.8145156,47.29858494,1,238
4,3,74,Dark,USA,24,169.9593971,43.90757259,1,238
4,3,75,Light,Finland,40,167.4307619,70.02813209,1,238
4,3,76,Light,Finland,16,165.72025980000004,58.47622954,1,238
4,3,77,Light,Finland,33,153.96512890000002,52.88692874,1,238
4,3,78,Dark,USA,5,171.7038452,48.50616802,1,238
4,3,79,Dark,USA,12,167.98872590000005,58.31890559,1,238
4,3,80,Dark,USA,33,181.25728840000002,44.55315738,1,238
4,3,82,Dark,USA,2,173.6798884,70.33329119,1,238
5,3,73,Light,Finland,77,165.21334050000004,47.51449442,1,238
5,3,74,Dark,USA,24,169.9318166,44.00803582,1,238
5,3,75,Light,Finland,40,167.9145993,69.84450681,1,238
5,3,76,Light,Finland,16,165.9413185,58.83309963,1,238
5,3,77,Light,Finland,33,154.0668251,53.06874477,1,238
5,3,78,Dark,USA,5,172.17819430000003,49.00979018,1,238
5,3,79,Dark,USA,12,168.1718532,58.55951206,1,238
5,3,80,Dark,USA,33,181.4966903,44.64994579,1,238
5,3,82,Dark,USA,2,174.0507944,70.82395576,1,238
6,3,73,Light,Finland,77,165.08455519999995,47.24180079,1,238
6,3,74,Dark,USA,24,169.4378686,43.82857736,1,238
6,3,75,Light,Finland,40,167.8743969,69.59042486,1,238
6,3,76,Light,Finland,16,165.4935563,58.86748807,1,238
6,3,77,Light,Finland,33,153.7784858,53.18699442,1,238
6,3,78,Dark,USA,5,171.5818404,48.62710399,1,238
6,3,79,Dark,USA,12,167.7612907,58.66076114,1,238
6,3,80,Dark,USA,33,181.24715590000002,44.67560201,1,238
6,3,82,Dark,USA,2,172.1931856,68.81517188,1,238
7,3,73,Light,Finland,77,165.64608959999995,47.15174731,1,238
7,3,74,Dark,USA,24,169.4138804,43.69475248,1,238
7,3,75,Light,Finland,40,168.1824333,69.01940388,1,238
