frame_id,period,track_id,team_id,team_name,jersey_number,x_ft,y_ft,video_shot,game_seconds
76,1,2,Dark,Finland,36,14.5,40.0,1,656
76,1,7,Light,Switzerland,17,58.75,8.5,1,656
76,1,6,Dark,Finland,33,59.0,21.5,1,656
76,1,11,Dark,Finland,77,46.75,26.25,1,656
76,1,5,Light,Switzerland,25,36.0,11.25,1,656
76,1,8,Light,Switzerland,88,32.25,29.5,1,656
76,1,1,Light,Switzerland,98,26.5,22.0,1,656
76,1,10,Dark,Finland,6,24.75,38.0,1,656
76,1,3,Dark,Finland,88,25.75,18.0,1,656
77,1,2,Dark,Finland,36,14.5625,40.0625,1,656
77,1,7,Light,Switzerland,17,58.70490849,8.631090958,1,656
77,1,6,Dark,Finland,33,58.76308201,21.29216577,1,656
77,1,11,Dark,Finland,77,46.81899667,26.27917478,1,656
77,1,5,Light,Switzerland,25,36.04011748,11.28176231,1,656
77,1,1,Light,Switzerland,98,26.39403343,22.30092215,1,656
77,1,10,Dark,Finland,6,25.07035085,38.01026221,1,656
77,1,3,Dark,Finland,88,25.76852313,17.82275225,1,656
77,1,8,Light,Switzerland,88,32.54429528,29.38567646,1,656
78,1,2,Dark,Finland,36,14.625,40.125,1,656
78,1,7,Light,Switzerland,17,58.65981699,8.762181916,1,656
78,1,6,Dark,Finland,33,58.52616401,21.08433153,1,656
78,1,11,Dark,Finland,77,46.88799335,26.30834957,1,656
78,1,5,Light,Switzerland,25,36.08023496,11.31352463,1,656
78,1,1,Light,Switzerland,98,26.28806685,22.6018443,1,656
78,1,10,Dark,Finland,6,25.39070169,38.02052443,1,656
78,1,3,Dark,Finland,88,25.78704626,17.64550451,1,656
78,1,8,Light,Switzerland,88,32.83859055,29.27135292,1,656
79,1,2,Dark,Finland,36,14.6875,40.1875,1,656
79,1,7,Light,Switzerland,17,58.61472548,8.893272873999999,1,656
79,1,6,Dark,Finland,33,58.28924602,20.8764973,1,656
79,1,11,Dark,Finland,77,46.95699002,26.33752435,1,656
79,1,5,Light,Switzerland,25,36.12035244,11.34528694,1,656
79,1,1,Light,Switzerland,98,26.18210028,22.90276645,1,656
79,1,10,Dark,Finland,6,25.71105254,38.03078664,1,656
79,1,3,Dark,Finland,88,25.8055694,17.46825676,1,656
79,1,8,Light,Switzerland,88,33.13288583,29.15702937,1,656
80,1,2,Dark,Finland,36,14.75,40.25,1,656
80,1,7,Light,Switzerland,17,58.56963398,9.024363832,1,656
80,1,6,Dark,Finland,33,58.05232802,20.66866306,1,656
80,1,11,Dark,Finland,77,47.025986700000004,26.36669914,1,656
80,1,5,Light,Switzerland,25,36.16046992,11.37704926,1,656
80,1,1,Light,Switzerland,98,26.0761337,23.203688600000003,1,656
80,1,10,Dark,Finland,6,26.03140338,38.04104886,1,656
80,1,3,Dark,Finland,88,25.82409253,17.29100902,1,656
80,1,8,Light,Switzerland,88,33.4271811,29.04270583,1,656
81,1,1,Light,Switzerland,98,25.97016713,23.50461075,1,656
81,1,2,Dark,Finland,36,9.4453517,40.22457827,1,656
81,1,3,Dark,Finland,88,25.84261566,17.11376127,1,656
81,1,5,Light,Switzerland,25,36.2005874,11.40881157,1,656
81,1,6,Dark,Finland,33,57.81541003,20.46082883,1,656
81,1,8,Light,Switzerland,88,33.72147638,28.92838229,1,656
81,1,10,Dark,Finland,6,26.35175423,38.05131107,1,656
81,1,11,Dark,Finland,77,47.09498337,26.39587392,1,656
81,1,7,Light,Switzerland,17,58.52454247,9.15545479,1,656
82,1,1,Light,Switzerland,98,25.29207091,23.55351384,1,656
82,1,2,Dark,Finland,36,9.35209702,40.03555446,1,656
82,1,3,Dark,Finland,88,25.34788969,16.73347992,1,656
82,1,5,Light,Switzerland,25,35.77798719,10.60314671,1,656
82,1,6,Dark,Finland,33,56.85276333,19.9611427,1,656
82,1,8,Light,Switzerland,88,33.91898899,28.64402019,1,656
82,1,10,Dark,Finland,6,26.65613022,37.76973661,1,656
82,1,11,Dark,Finland,77,46.93363873,26.55431472,1,656
82,1,7,Light,Switzerland,17,57.87553894,8.86340978,1,656
83,1,1,Light,Switzerland,98,26.30027919,23.85399204,1,656
83,1,2,Dark,Finland,36,11.22886319,39.48849458,1,656
83,1,3,Dark,Finland,88,26.56788979,16.81383443,1,656
83,1,5,Light,Switzerland,25,36.67310164,10.70296095,1,656
83,1,6,Dark,Finland,33,57.13981578,19.91970043,1,656
83,1,8,Light,Switzerland,88,35.02357011,28.407740500000003,1,656
83,1,10,Dark,Finland,6,27.67466395,37.46838294,1,656
83,1,11,Dark,Finland,77,47.54335156,26.62931988,1,656
83,1,7,Light,Switzerland,17,58.3722603,8.95757718,1,656
84,1,1,Light,Switzerland,98,25.79059998,24.07139929,1,656
84,1,2,Dark,Finland,36,11.0241649,39.26679122,1,656
84,1,3,Dark,Finland,88,26.40309882,16.67542218,1,656
84,1,5,Light,Switzerland,25,36.3737224,10.48639906,1,656
84,1,6,Dark,Finland,33,56.46002678,19.61448285,1,656
84,1,8,Light,Switzerland,88,34.95309279999999,28.23395074,1,656
84,1,10,Dark,Finland,6,27.59861567,37.28498846,1,656
84,1,11,Dark,Finland,77,47.18493652,26.94693104,1,656
84,1,7,Light,Switzerland,17,58.08056903,8.99892346,1,656
85,1,1,Light,Switzerland,98,25.51365534,24.29626669,1,656
85,1,2,Dark,Finland,36,11.09110481,39.04570355,1,656
85,1,3,Dark,Finland,88,26.44660047,16.5607391,1,656
85,1,5,Light,Switzerland,25,36.27347097,10.28412807,1,656
85,1,6,Dark,Finland,33,55.92310489,19.34074383,1,656
85,1,8,Light,Switzerland,88,35.10265996,28.05114469,1,656
85,1,10,Dark,Finland,6,28.025192999999998,36.99153837,1,656
85,1,11,Dark,Finland,77,47.08909277,27.32433017,1,656
85,1,7,Light,Switzerland,17,58.35497181,9.1649864,1,656
86,1,1,Light,Switzerland,98,25.35497085,24.5150928,1,656
86,1,2,Dark,Finland,36,11.2795884,38.84101969,1,656
86,1,3,Dark,Finland,88,26.59344863,16.44621965,1,656
86,1,5,Light,Switzerland,25,36.27222481,10.07633746,1,656
86,1,6,Dark,Finland,33,55.45081745,19.09338685,1,656
86,1,8,Light,Switzerland,88,35.36281565,27.86151934,1,656
86,1,10,Dark,Finland,6,28.14688077,37.36420113,1,656
86,1,11,Dark,Finland,77,47.21051888,27.58404933,1,656
86,1,7,Light,Switzerland,17,58.21036344,9.16878581,1,656
87,1,1,Light,Switzerland,98,25.24863123,24.72896736,1,656
87,1,2,Dark,Finland,36,11.50264598,38.6651612,1,656
87,1,3,Dark,Finland,88,26.78789552,16.327472099999998,1,656
87,1,5,Light,Switzerland,25,36.30738219,9.86843849,1,656
87,1,6,Dark,Finland,33,55.00031671,18.87179789,1,656
87,1,8,Light,Switzerland,88,35.67321235,27.67120894,1,656
87,1,10,Dark,Finland,6,28.41072981,37.38405804,1,656
87,1,11,Dark,Finland,77,47.22883489,27.87847667,1,656
87,1,7,Light,Switzerland,17,58.22317412,9.20690389,1,656
88,1,1,Light,Switzerland,98,25.164480100000002,24.94104129,1,656
88,1,2,Dark,Finland,36,11.71272419,38.52995573,1,656
88,1,3,Dark,Finland,88,27.00456358,16.20724592,1,656
88,1,5,Light,Switzerland,25,36.34654014,9.67192092,1,656
88,1,6,Dark,Finland,33,54.55835232,18.6754631,1,656
88,1,8,Light,Switzerland,88,36.00886184,27.4870865,1,656
88,1,10,Dark,Finland,6,28.67045542,37.45533914,1,656
88,1,11,Dark,Finland,77,47.00307294,28.18385094,1,656
88,1,7,Light,Switzerland,17,58.30215928,9.25153653,1,656
89,1,1,Light,Switzerland,98,25.09682269,25.15286575,1,656
89,1,2,Dark,Finland,36,11.90047148,38.43980502,1,656
89,1,3,Dark,Finland,88,27.23667628,16.08883727,1,656
89,1,5,Light,Switzerland,25,36.37585486,9.49702794,1,656
89,1,6,Dark,Finland,33,54.12777486,18.50283479,1,656
89,1,8,Light,Switzerland,88,36.36991959,27.3123832,1,656
89,1,10,Dark,Finland,6,28.92967336,37.56808287,1,656
89,1,11,Dark,Finland,77,46.94110874,28.48368057,1,656
89,1,7,Light,Switzerland,17,58.40954789999999,9.29656997,1,656
90,1,1,Light,Switzerland,98,25.04928927,25.36647947,1,655
90,1,2,Dark,Finland,36,12.07838202,38.38980467,1,655
90,1,3,Dark,Finland,88,27.484654100000004,15.97732766,1,655
90,1,5,Light,Switzerland,25,36.38595202,9.35715757,1,655
90,1,6,Dark,Finland,33,53.71212222,18.35511193,1,655
90,1,8,Light,Switzerland,88,36.76028587,27.1486274,1,655
90,1,10,Dark,Finland,6,29.19844526,37.71042956,1,655
90,1,11,Dark,Finland,77,46.87840334,28.78233443,1,655
90,1,7,Light,Switzerland,17,58.54243748,9.34486112,1,655
91,1,1,Light,Switzerland,98,25.01893602,25.58503972,1,655
91,1,2,Dark,Finland,36,12.24947691,38.37336374,1,655
91,1,3,Dark,Finland,88,27.74325266,15.87938325,1,655
91,1,5,Light,Switzerland,25,36.36400679,9.26728038,1,655
91,1,6,Dark,Finland,33,53.31078048,18.2318507,1,655
91,1,8,Light,Switzerland,88,37.17486638,26.99783646,1,655
91,1,10,Dark,Finland,6,29.47881455,37.87117703,1,655
91,1,11,Dark,Finland,77,46.81387038,29.07769864,1,655
91,1,7,Light,Switzerland,17,58.69704803,9.40242126,1,655
92,1,1,Light,Switzerland,98,24.9952819,25.8112424,1,655
92,1,2,Dark,Finland,36,12.40653448,38.38429001,1,655
92,1,3,Dark,Finland,88,27.99977827,15.80074974,1,655
92,1,5,Light,Switzerland,25,36.29575091,9.23652648,1,655
92,1,6,Dark,Finland,33,52.9174488,18.12967319,1,655
92,1,8,Light,Switzerland,88,37.60214996,26.86186702,1,655
92,1,10,Dark,Finland,6,29.76624543,38.04153089,1,655
92,1,11,Dark,Finland,77,46.74189008,29.36916218,1,655
92,1,7,Light,Switzerland,17,58.86715741,9.47477296,1,655
93,1,1,Light,Switzerland,98,24.96996145,26.04771615,1,655
93,1,2,Dark,Finland,36,12.54450649,38.41616645,1,655
93,1,3,Dark,Finland,88,28.24363749,15.747082699999998,1,655
93,1,5,Light,Switzerland,25,36.1748696,9.26816747,1,655
93,1,6,Dark,Finland,33,52.527594900000004,18.04433325,1,655
93,1,8,Light,Switzerland,88,38.03210436,26.74255996,1,655
93,1,10,Dark,Finland,6,30.05356558,38.21701711,1,655
93,1,11,Dark,Finland,77,46.65782673,29.65549201,1,655
93,1,7,Light,Switzerland,17,58.95807536,9.51999086,1,655
94,1,1,Light,Switzerland,98,24.93478632,26.29678636,1,655
94,1,2,Dark,Finland,36,12.65776191,38.46336454,1,655
94,1,3,Dark,Finland,88,28.465850500000002,15.72274994,1,655
94,1,5,Light,Switzerland,25,36.00245366,9.3580587,1,655
94,1,6,Dark,Finland,33,52.13784336,17.97087088,1,655
94,1,8,Light,Switzerland,88,38.45540798,26.641857899999998,1,655
94,1,10,Dark,Finland,6,30.32940783,38.39546984,1,655
94,1,11,Dark,Finland,77,46.55485351,29.93528522,1,655
94,1,7,Light,Switzerland,17,59.0489933,9.56520876,1,655
95,1,1,Light,Switzerland,98,24.8812087,26.56014149,1,655
95,1,2,Dark,Finland,36,12.73947741,38.52126268,1,655
95,1,3,Dark,Finland,88,28.65975559,15.7297164,1,655
95,1,5,Light,Switzerland,25,35.78609251,9.49457463,1,655
95,1,6,Dark,Finland,33,51.74571021,17.90403352,1,655
95,1,8,Light,Switzerland,88,38.86392556,26.56150998,1,655
95,1,10,Dark,Finland,6,30.58053003,38.57523042,1,655
95,1,11,Dark,Finland,77,46.42385859,30.20752483,1,655
95,1,7,Light,Switzerland,17,59.24017391,9.67389669,1,655
96,1,1,Light,Switzerland,98,24.80081522,26.83833717,1,655
96,1,2,Dark,Finland,36,12.78250602,38.58587613,1,655
96,1,3,Dark,Finland,88,28.82206691,15.76666856,1,655
96,1,5,Light,Switzerland,25,35.53818448,9.66001179,1,655
96,1,6,Dark,Finland,33,51.3493434,17.83891192,1,655
96,1,8,Light,Switzerland,88,39.25164364,26.50246322,1,655
