frame_id,period,track_id,team_id,team_name,jersey_number,x_ft,y_ft,video_shot,game_seconds
96,1,2,Light,ROC,100,176.6513069,52.30813254,1,190
96,1,3,Light,ROC,27,158.7822222,41.32580084,1,190
96,1,4,Dark,Finland,100,151.1385024,51.88352587,1,190
96,1,5,Light,ROC,100,163.8145326,59.25337622,1,190
96,1,8,Dark,Finland,100,165,50,1,190
96,1,6,Light,ROC,100,163,48,1,190
96,1,7,Dark,Finland,100,159,53,1,190
96,1,9,Dark,Finland,9,126.5,34.1,1,190
96,1,23,Dark,Finland,15,135,62,1,190
97,1,2,Light,ROC,100,176.5591318,52.21052676,1,190
97,1,3,Light,ROC,27,158.3002519,41.56540754,1,190
97,1,4,Dark,Finland,100,150.7098369,51.70299109,1,190
97,1,5,Light,ROC,100,163.5259804,59.32464126,1,190
97,1,8,Dark,Finland,100,165.1147333,49.88392387,1,190
97,1,6,Light,ROC,100,162.6821108,47.74394511,1,190
97,1,7,Dark,Finland,100,158.6816144,52.68677726,1,190
97,1,9,Dark,Finland,9,126.3092746,34.09476781,1,190
97,1,23,Dark,Finland,15,134.9230769,61.38461538,1,190
98,1,2,Light,ROC,100,176.4700139,52.14152246,1,190
98,1,3,Light,ROC,27,158.1666297,41.54109785,1,190
98,1,4,Dark,Finland,100,150.6380141,51.62483576,1,190
98,1,6,Light,ROC,100,162.3642216,47.48789022,1,190
98,1,5,Light,ROC,100,163.2374283,59.39590629,1,190
98,1,8,Dark,Finland,100,165.2294667,49.76784774,1,190
98,1,7,Dark,Finland,100,158.3632289,52.37355453,1,190
98,1,9,Dark,Finland,9,126.1185491,34.08953562,1,190
98,1,23,Dark,Finland,15,134.8461538,60.76923077,1,190
99,1,2,Light,ROC,100,176.6891946,52.10904574,1,190
99,1,3,Light,ROC,27,157.6606166,41.69611152,1,190
99,1,4,Dark,Finland,100,150.2801232,50.85937781,1,190
99,1,6,Light,ROC,100,162.2697645,47.45533694,1,190
99,1,7,Dark,Finland,100,158.0448433,52.06033179,1,190
99,1,5,Light,ROC,100,162.9495476,59.4385203,1,190
99,1,8,Dark,Finland,100,165.3442,49.6517716,1,190
99,1,9,Dark,Finland,9,125.9278237,34.08430343,1,190
99,1,23,Dark,Finland,15,134.7692308,60.15384615,1,190
100,1,2,Light,ROC,100,176.56743,51.52401675,1,190
100,1,3,Light,ROC,27,157.3107181,41.47133022,1,190
100,1,4,Dark,Finland,100,150.3640984,49.97282627,1,190
100,1,6,Light,ROC,100,162.070019,46.55599782,1,190
100,1,7,Dark,Finland,100,157.6774968,51.18278042,1,190
100,1,5,Light,ROC,100,163.2281038,59.64065144,1,190
100,1,8,Dark,Finland,100,165.4589333,49.53569547,1,190
100,1,9,Dark,Finland,9,125.7370983,34.07907123,1,190
100,1,23,Dark,Finland,15,134.6923077,59.53846154,1,190
101,1,2,Light,ROC,100,177.4128379,51.22677249,1,190
101,1,3,Light,ROC,27,157.5581889,41.54174635,1,190
101,1,4,Dark,Finland,100,151.074017,49.51107054,1,190
101,1,6,Light,ROC,100,162.8742418,46.15208681,1,190
